sample	strainID	genus	species	count	count.correct
HNPevo4-d5	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo4-d5	HAMBI-2494	Paraburkholderia	kururiensis	1	4
HNPevo4-d5	HAMBI-2659	Stenotrophomonas	maltophilia	2537	2059
HNPevo4-d5	HAMBI-2792	Moraxella	canis	0	0
HNPevo4-d5	HAMBI-3031	Niabella	yanshanensis	25	508
HNPevo4-d5	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo4-d61	HAMBI-0006	Pseudomonas	putida	1	1
HNPevo4-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo4-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo4-d61	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo4-d61	HAMBI-0403	Comamonas	testosteroni	111	942
HNPevo4-d61	HAMBI-1279	Hafnia	alvei	0	0
HNPevo4-d61	HAMBI-1287	Citrobacter	koseri	1178	667
HNPevo4-d61	HAMBI-1292	Morganella	morganii	58965	36730
HNPevo4-d61	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo4-d61	HAMBI-1842	Sphingobium	yanoikuyae	7	0
HNPevo4-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo4-d61	HAMBI-1923	Myroides	odoratus	3602	4241
HNPevo4-d61	HAMBI-1972	Aeromonas	caviae	1234	1004
HNPevo4-d61	HAMBI-1977	Pseudomonas	chlororaphis	33946	49807
HNPevo4-d61	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo4-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo4-d61	HAMBI-2160	Bordetella	avium	0	0
HNPevo4-d61	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo4-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo4-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo4-d61	HAMBI-2659	Stenotrophomonas	maltophilia	11772	17424
HNPevo4-d61	HAMBI-2792	Moraxella	canis	1	1
HNPevo4-d61	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo4-d61	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo4-d9	HAMBI-0006	Pseudomonas	putida	19940	7102
HNPevo4-d9	HAMBI-0097	Acinetobacter	lwoffii	312	52
HNPevo4-d9	HAMBI-0105	Agrobacterium	tumefaciens	2173	5471
HNPevo4-d9	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo4-d9	HAMBI-0403	Comamonas	testosteroni	2864	16192
HNPevo4-d9	HAMBI-1279	Hafnia	alvei	214	115
HNPevo4-d9	HAMBI-1287	Citrobacter	koseri	1491	563
HNPevo4-d9	HAMBI-1292	Morganella	morganii	1257	522
HNPevo4-d9	HAMBI-1299	Kluyvera	intermedia	1423	408
HNPevo4-d9	HAMBI-1842	Sphingobium	yanoikuyae	192	7
HNPevo4-d9	HAMBI-1896	Sphingobacterium	spiritivorum	1553	1400
HNPevo4-d9	HAMBI-1923	Myroides	odoratus	2355	1848
HNPevo4-d9	HAMBI-1972	Aeromonas	caviae	1068	579
HNPevo4-d9	HAMBI-1977	Pseudomonas	chlororaphis	4675	4571
HNPevo4-d9	HAMBI-1988	Chitinophaga	sancti	3	6
HNPevo4-d9	HAMBI-2159	Paraburkholderia	caryophylli	58	39
HNPevo4-d9	HAMBI-2160	Bordetella	avium	132	798
HNPevo4-d9	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo4-d9	HAMBI-2443	Paracoccus	denitrificans	13	54
HNPevo4-d9	HAMBI-2494	Paraburkholderia	kururiensis	17	87
HNPevo4-d9	HAMBI-2659	Stenotrophomonas	maltophilia	14113	13921
HNPevo4-d9	HAMBI-2792	Moraxella	canis	0	0
HNPevo4-d9	HAMBI-3031	Niabella	yanshanensis	5	124
HNPevo4-d9	HAMBI-3237	Microvirga	lotononidis	3	2
HNPevo5-d13	HAMBI-0006	Pseudomonas	putida	757	153
HNPevo5-d13	HAMBI-0097	Acinetobacter	lwoffii	12	1
HNPevo5-d13	HAMBI-0105	Agrobacterium	tumefaciens	905	1295
HNPevo5-d13	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo5-d13	HAMBI-0403	Comamonas	testosteroni	4353	13989
HNPevo5-d13	HAMBI-1279	Hafnia	alvei	44	13
HNPevo5-d13	HAMBI-1287	Citrobacter	koseri	653	140
HNPevo5-d13	HAMBI-1292	Morganella	morganii	1991	470
HNPevo5-d13	HAMBI-1299	Kluyvera	intermedia	50	8
HNPevo5-d13	HAMBI-1842	Sphingobium	yanoikuyae	5	0
HNPevo5-d13	HAMBI-1896	Sphingobacterium	spiritivorum	44	23
HNPevo5-d13	HAMBI-1923	Myroides	odoratus	1309	584
HNPevo5-d13	HAMBI-1972	Aeromonas	caviae	565	174
HNPevo5-d13	HAMBI-1977	Pseudomonas	chlororaphis	6770	3763
HNPevo5-d13	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo5-d13	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo5-d13	HAMBI-2160	Bordetella	avium	34	117
HNPevo5-d13	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo5-d13	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo5-d13	HAMBI-2494	Paraburkholderia	kururiensis	1	3
HNPevo5-d13	HAMBI-2659	Stenotrophomonas	maltophilia	7438	4171
HNPevo5-d13	HAMBI-2792	Moraxella	canis	0	0
HNPevo5-d13	HAMBI-3031	Niabella	yanshanensis	2	28
HNPevo5-d13	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo5-d17	HAMBI-0006	Pseudomonas	putida	0	0
HNPevo5-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo5-d17	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo5-d17	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo5-d17	HAMBI-0403	Comamonas	testosteroni	1674	14139
HNPevo5-d17	HAMBI-1279	Hafnia	alvei	1	1
HNPevo5-d17	HAMBI-1287	Citrobacter	koseri	2890	1630
HNPevo5-d17	HAMBI-1292	Morganella	morganii	97721	60608
HNPevo5-d17	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo5-d17	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo5-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo5-d17	HAMBI-1923	Myroides	odoratus	9211	10799
HNPevo5-d17	HAMBI-1972	Aeromonas	caviae	44	36
HNPevo5-d17	HAMBI-1977	Pseudomonas	chlororaphis	24534	35842
HNPevo5-d17	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo5-d17	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo5-d17	HAMBI-2160	Bordetella	avium	0	0
HNPevo5-d17	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo5-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo5-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo5-d17	HAMBI-2659	Stenotrophomonas	maltophilia	27488	40510
HNPevo5-d17	HAMBI-2792	Moraxella	canis	0	0
HNPevo5-d17	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo5-d17	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo5-d21	HAMBI-0006	Pseudomonas	putida	0	0
HNPevo5-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo5-d21	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo5-d21	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo5-d21	HAMBI-0403	Comamonas	testosteroni	223	1745
HNPevo5-d21	HAMBI-1279	Hafnia	alvei	7	5
HNPevo5-d21	HAMBI-1287	Citrobacter	koseri	821	429
HNPevo5-d21	HAMBI-1292	Morganella	morganii	9275	5328
HNPevo5-d21	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo5-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo5-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo5-d21	HAMBI-1923	Myroides	odoratus	623	677
HNPevo5-d21	HAMBI-1972	Aeromonas	caviae	6	5
HNPevo5-d21	HAMBI-1977	Pseudomonas	chlororaphis	3583	4848
HNPevo5-d21	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo5-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo5-d21	HAMBI-2160	Bordetella	avium	0	0
HNPevo5-d21	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo5-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo5-d21	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo5-d21	HAMBI-2659	Stenotrophomonas	maltophilia	4114	5616
HNPevo5-d21	HAMBI-2792	Moraxella	canis	0	0
HNPevo5-d21	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo5-d21	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo5-d29	HAMBI-0006	Pseudomonas	putida	0	0
HNPevo5-d29	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo5-d29	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo5-d29	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo5-d29	HAMBI-0403	Comamonas	testosteroni	283	2129
HNPevo5-d29	HAMBI-1279	Hafnia	alvei	89	64
HNPevo5-d29	HAMBI-1287	Citrobacter	koseri	1637	822
HNPevo5-d29	HAMBI-1292	Morganella	morganii	12978	7169
HNPevo5-d29	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo5-d29	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo5-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo5-d29	HAMBI-1923	Myroides	odoratus	1866	1948
HNPevo5-d29	HAMBI-1972	Aeromonas	caviae	20	14
HNPevo5-d29	HAMBI-1977	Pseudomonas	chlororaphis	6301	8198
HNPevo5-d29	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo5-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo5-d29	HAMBI-2160	Bordetella	avium	0	0
HNPevo5-d29	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo5-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo5-d29	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo5-d29	HAMBI-2659	Stenotrophomonas	maltophilia	9055	11885
HNPevo5-d29	HAMBI-2792	Moraxella	canis	0	0
HNPevo5-d29	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo5-d29	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo5-d45	HAMBI-0006	Pseudomonas	putida	0	0
HNPevo5-d45	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo5-d45	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo5-d45	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo5-d45	HAMBI-0403	Comamonas	testosteroni	446	3065
HNPevo5-d45	HAMBI-1279	Hafnia	alvei	0	0
HNPevo5-d45	HAMBI-1287	Citrobacter	koseri	974	447
HNPevo5-d45	HAMBI-1292	Morganella	morganii	28338	14301
HNPevo5-d45	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo5-d45	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo5-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo5-d45	HAMBI-1923	Myroides	odoratus	4740	4522
HNPevo5-d45	HAMBI-1972	Aeromonas	caviae	6244	4117
HNPevo5-d45	HAMBI-1977	Pseudomonas	chlororaphis	34585	41112
HNPevo5-d45	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo5-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo5-d45	HAMBI-2160	Bordetella	avium	0	0
HNPevo5-d45	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo5-d45	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo5-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo5-d45	HAMBI-2659	Stenotrophomonas	maltophilia	38983	46746
HNPevo5-d45	HAMBI-2792	Moraxella	canis	0	0
HNPevo5-d45	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo5-d45	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo5-d5	HAMBI-0006	Pseudomonas	putida	1340	404
HNPevo5-d5	HAMBI-0097	Acinetobacter	lwoffii	330	47
HNPevo5-d5	HAMBI-0105	Agrobacterium	tumefaciens	501	1068
HNPevo5-d5	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo5-d5	HAMBI-0403	Comamonas	testosteroni	415	1986
HNPevo5-d5	HAMBI-1279	Hafnia	alvei	67	30
HNPevo5-d5	HAMBI-1287	Citrobacter	koseri	48	15
HNPevo5-d5	HAMBI-1292	Morganella	morganii	282	99
HNPevo5-d5	HAMBI-1299	Kluyvera	intermedia	419	102
HNPevo5-d5	HAMBI-1842	Sphingobium	yanoikuyae	121	4
HNPevo5-d5	HAMBI-1896	Sphingobacterium	spiritivorum	297	227
HNPevo5-d5	HAMBI-1923	Myroides	odoratus	324	215
HNPevo5-d5	HAMBI-1972	Aeromonas	caviae	47	22
HNPevo5-d5	HAMBI-1977	Pseudomonas	chlororaphis	263	218
HNPevo5-d5	HAMBI-1988	Chitinophaga	sancti	5	8
HNPevo5-d5	HAMBI-2159	Paraburkholderia	caryophylli	17	10
HNPevo5-d5	HAMBI-2160	Bordetella	avium	7	36
HNPevo5-d5	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo5-d5	HAMBI-2443	Paracoccus	denitrificans	2	7
HNPevo5-d5	HAMBI-2494	Paraburkholderia	kururiensis	1	4
HNPevo5-d5	HAMBI-2659	Stenotrophomonas	maltophilia	2381	1988
HNPevo5-d5	HAMBI-2792	Moraxella	canis	0	0
HNPevo5-d5	HAMBI-3031	Niabella	yanshanensis	19	398
HNPevo5-d5	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo5-d61	HAMBI-0006	Pseudomonas	putida	1	1
HNPevo5-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo5-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo5-d61	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo5-d61	HAMBI-0403	Comamonas	testosteroni	2	20
HNPevo5-d61	HAMBI-1279	Hafnia	alvei	1	1
HNPevo5-d61	HAMBI-1287	Citrobacter	koseri	464	308
HNPevo5-d61	HAMBI-1292	Morganella	morganii	92065	67125
HNPevo5-d61	HAMBI-1299	Kluyvera	intermedia	1	1
HNPevo5-d61	HAMBI-1842	Sphingobium	yanoikuyae	6	0
HNPevo5-d61	HAMBI-1896	Sphingobacterium	spiritivorum	1	2
HNPevo5-d61	HAMBI-1923	Myroides	odoratus	4	6
HNPevo5-d61	HAMBI-1972	Aeromonas	caviae	705	672
HNPevo5-d61	HAMBI-1977	Pseudomonas	chlororaphis	31645	54347
HNPevo5-d61	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo5-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo5-d61	HAMBI-2160	Bordetella	avium	0	0
HNPevo5-d61	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo5-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo5-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo5-d61	HAMBI-2659	Stenotrophomonas	maltophilia	3297	5712
HNPevo5-d61	HAMBI-2792	Moraxella	canis	1	1
HNPevo5-d61	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo5-d61	HAMBI-3237	Microvirga	lotononidis	1	1
HNPevo5-d9	HAMBI-0006	Pseudomonas	putida	29333	10813
HNPevo5-d9	HAMBI-0097	Acinetobacter	lwoffii	251	43
HNPevo5-d9	HAMBI-0105	Agrobacterium	tumefaciens	4002	10429
HNPevo5-d9	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo5-d9	HAMBI-0403	Comamonas	testosteroni	3400	19895
HNPevo5-d9	HAMBI-1279	Hafnia	alvei	389	216
HNPevo5-d9	HAMBI-1287	Citrobacter	koseri	2663	1040
HNPevo5-d9	HAMBI-1292	Morganella	morganii	1844	792
HNPevo5-d9	HAMBI-1299	Kluyvera	intermedia	2431	722
HNPevo5-d9	HAMBI-1842	Sphingobium	yanoikuyae	269	10
HNPevo5-d9	HAMBI-1896	Sphingobacterium	spiritivorum	3227	3011
HNPevo5-d9	HAMBI-1923	Myroides	odoratus	4363	3544
HNPevo5-d9	HAMBI-1972	Aeromonas	caviae	1520	853
HNPevo5-d9	HAMBI-1977	Pseudomonas	chlororaphis	9883	10003
HNPevo5-d9	HAMBI-1988	Chitinophaga	sancti	6	12
HNPevo5-d9	HAMBI-2159	Paraburkholderia	caryophylli	113	79
HNPevo5-d9	HAMBI-2160	Bordetella	avium	247	1545
HNPevo5-d9	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo5-d9	HAMBI-2443	Paracoccus	denitrificans	21	90
HNPevo5-d9	HAMBI-2494	Paraburkholderia	kururiensis	33	176
HNPevo5-d9	HAMBI-2659	Stenotrophomonas	maltophilia	25051	25576
HNPevo5-d9	HAMBI-2792	Moraxella	canis	0	0
HNPevo5-d9	HAMBI-3031	Niabella	yanshanensis	8	205
HNPevo5-d9	HAMBI-3237	Microvirga	lotononidis	2	1
HPanc2-d13	HAMBI-0006	Pseudomonas	putida	22	11
HPanc2-d13	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc2-d13	HAMBI-0105	Agrobacterium	tumefaciens	108	388
HPanc2-d13	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc2-d13	HAMBI-0403	Comamonas	testosteroni	487	3928
HPanc2-d13	HAMBI-1279	Hafnia	alvei	851	652
HPanc2-d13	HAMBI-1287	Citrobacter	koseri	2862	1541
HPanc2-d13	HAMBI-1292	Morganella	morganii	32563	19287
HPanc2-d13	HAMBI-1299	Kluyvera	intermedia	0	0
HPanc2-d13	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc2-d13	HAMBI-1896	Sphingobacterium	spiritivorum	6	8
HPanc2-d13	HAMBI-1923	Myroides	odoratus	3662	4100
HPanc2-d13	HAMBI-1972	Aeromonas	caviae	64	50
HPanc2-d13	HAMBI-1977	Pseudomonas	chlororaphis	17523	24448
HPanc2-d13	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc2-d13	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc2-d13	HAMBI-2160	Bordetella	avium	0	0
HPanc2-d13	HAMBI-2164	Cupriavidus	necator	0	0
HPanc2-d13	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc2-d13	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc2-d13	HAMBI-2659	Stenotrophomonas	maltophilia	9168	12903
HPanc2-d13	HAMBI-2792	Moraxella	canis	0	0
HPanc2-d13	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc2-d13	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc2-d17	HAMBI-0006	Pseudomonas	putida	0	0
HPanc2-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc2-d17	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPanc2-d17	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc2-d17	HAMBI-0403	Comamonas	testosteroni	1	6
HPanc2-d17	HAMBI-1279	Hafnia	alvei	0	0
HPanc2-d17	HAMBI-1287	Citrobacter	koseri	0	0
HPanc2-d17	HAMBI-1292	Morganella	morganii	4072	1846
HPanc2-d17	HAMBI-1299	Kluyvera	intermedia	0	0
HPanc2-d17	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc2-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPanc2-d17	HAMBI-1923	Myroides	odoratus	3	3
HPanc2-d17	HAMBI-1972	Aeromonas	caviae	6	4
HPanc2-d17	HAMBI-1977	Pseudomonas	chlororaphis	32859	35082
HPanc2-d17	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc2-d17	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc2-d17	HAMBI-2160	Bordetella	avium	0	0
HPanc2-d17	HAMBI-2164	Cupriavidus	necator	0	0
HPanc2-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc2-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc2-d17	HAMBI-2659	Stenotrophomonas	maltophilia	11	12
HPanc2-d17	HAMBI-2792	Moraxella	canis	0	0
HPanc2-d17	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc2-d17	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc2-d21	HAMBI-0006	Pseudomonas	putida	0	0
HPanc2-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc2-d21	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPanc2-d21	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc2-d21	HAMBI-0403	Comamonas	testosteroni	1	6
HPanc2-d21	HAMBI-1279	Hafnia	alvei	0	0
HPanc2-d21	HAMBI-1287	Citrobacter	koseri	5	2
HPanc2-d21	HAMBI-1292	Morganella	morganii	33103	15703
HPanc2-d21	HAMBI-1299	Kluyvera	intermedia	0	0
HPanc2-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc2-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPanc2-d21	HAMBI-1923	Myroides	odoratus	4	4
HPanc2-d21	HAMBI-1972	Aeromonas	caviae	16	10
HPanc2-d21	HAMBI-1977	Pseudomonas	chlororaphis	148262	165663
HPanc2-d21	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc2-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc2-d21	HAMBI-2160	Bordetella	avium	0	0
HPanc2-d21	HAMBI-2164	Cupriavidus	necator	0	0
HPanc2-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc2-d21	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc2-d21	HAMBI-2659	Stenotrophomonas	maltophilia	22	25
HPanc2-d21	HAMBI-2792	Moraxella	canis	0	0
HPanc2-d21	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc2-d21	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc2-d29	HAMBI-0006	Pseudomonas	putida	0	0
HPanc2-d29	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc2-d29	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPanc2-d29	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc2-d29	HAMBI-0403	Comamonas	testosteroni	2	14
HPanc2-d29	HAMBI-1279	Hafnia	alvei	1	1
HPanc2-d29	HAMBI-1287	Citrobacter	koseri	48	23
HPanc2-d29	HAMBI-1292	Morganella	morganii	13396	7004
HPanc2-d29	HAMBI-1299	Kluyvera	intermedia	0	0
HPanc2-d29	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc2-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPanc2-d29	HAMBI-1923	Myroides	odoratus	1	1
HPanc2-d29	HAMBI-1972	Aeromonas	caviae	255	174
HPanc2-d29	HAMBI-1977	Pseudomonas	chlororaphis	27967	34442
HPanc2-d29	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc2-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc2-d29	HAMBI-2160	Bordetella	avium	0	0
HPanc2-d29	HAMBI-2164	Cupriavidus	necator	0	0
HPanc2-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc2-d29	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc2-d29	HAMBI-2659	Stenotrophomonas	maltophilia	45	56
HPanc2-d29	HAMBI-2792	Moraxella	canis	0	0
HPanc2-d29	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc2-d29	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc2-d45	HAMBI-0006	Pseudomonas	putida	0	0
HPanc2-d45	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc2-d45	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPanc2-d45	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc2-d45	HAMBI-0403	Comamonas	testosteroni	5479	28569
HPanc2-d45	HAMBI-1279	Hafnia	alvei	0	0
HPanc2-d45	HAMBI-1287	Citrobacter	koseri	1279	445
HPanc2-d45	HAMBI-1292	Morganella	morganii	31252	11966
HPanc2-d45	HAMBI-1299	Kluyvera	intermedia	0	0
HPanc2-d45	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc2-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPanc2-d45	HAMBI-1923	Myroides	odoratus	2459	1780
HPanc2-d45	HAMBI-1972	Aeromonas	caviae	1248	624
HPanc2-d45	HAMBI-1977	Pseudomonas	chlororaphis	6432	5801
HPanc2-d45	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc2-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc2-d45	HAMBI-2160	Bordetella	avium	0	0
HPanc2-d45	HAMBI-2164	Cupriavidus	necator	0	0
HPanc2-d45	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc2-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc2-d45	HAMBI-2659	Stenotrophomonas	maltophilia	11483	10447
HPanc2-d45	HAMBI-2792	Moraxella	canis	0	0
HPanc2-d45	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc2-d45	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc2-d5	HAMBI-0006	Pseudomonas	putida	4377	1358
HPanc2-d5	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc2-d5	HAMBI-0105	Agrobacterium	tumefaciens	3050	6690
HPanc2-d5	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc2-d5	HAMBI-0403	Comamonas	testosteroni	1654	8146
HPanc2-d5	HAMBI-1279	Hafnia	alvei	1714	802
HPanc2-d5	HAMBI-1287	Citrobacter	koseri	1809	595
HPanc2-d5	HAMBI-1292	Morganella	morganii	1176	425
HPanc2-d5	HAMBI-1299	Kluyvera	intermedia	279	70
HPanc2-d5	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc2-d5	HAMBI-1896	Sphingobacterium	spiritivorum	1647	1294
HPanc2-d5	HAMBI-1923	Myroides	odoratus	5845	3996
HPanc2-d5	HAMBI-1972	Aeromonas	caviae	130	61
HPanc2-d5	HAMBI-1977	Pseudomonas	chlororaphis	6099	5196
HPanc2-d5	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc2-d5	HAMBI-2159	Paraburkholderia	caryophylli	17	10
HPanc2-d5	HAMBI-2160	Bordetella	avium	21	111
HPanc2-d5	HAMBI-2164	Cupriavidus	necator	0	0
HPanc2-d5	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc2-d5	HAMBI-2494	Paraburkholderia	kururiensis	11	49
HPanc2-d5	HAMBI-2659	Stenotrophomonas	maltophilia	6922	5948
HPanc2-d5	HAMBI-2792	Moraxella	canis	0	0
HPanc2-d5	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc2-d5	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc2-d61	HAMBI-0006	Pseudomonas	putida	0	0
HPanc2-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc2-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPanc2-d61	HAMBI-0262	Brevundimonas	bullata	0	0
